taxid,name,nametype,rank
7578,Terebratulida,scientific name,order
7581,Comatulida,scientific name,order
7591,Velatida,scientific name,order
7599,Forcipulatida,scientific name,order
7619,Ophiurida,scientific name,order
7627,Cidaroida,scientific name,order
7675,Echinoida,scientific name,order
7682,Aspidochirotida,scientific name,order
7695,Molpadiida,scientific name,order
7701,Apodida,scientific name,order
7707,Dendrochirotida,scientific name,order
7720,Stolidobranchia,scientific name,order
7745,Petromyzontiformes,scientific name,order
7761,Myxiniformes,scientific name,order
7858,Rajiformes,scientific name,order
7864,Chimaeriformes,scientific name,order
7879,Lepidosireniformes,scientific name,order
7894,Coelacanthiformes,scientific name,order
7899,Acipenseriformes,scientific name,order
7914,Semionotiformes,scientific name,order
7921,Amiiformes,scientific name,order
7925,Elopiformes,scientific name,order
7933,Anguilliformes,scientific name,order
7952,Cypriniformes,scientific name,order
7991,Characiformes,scientific name,order
7995,Siluriformes,scientific name,order
8002,Gymnotiformes,scientific name,order
8006,Salmoniformes,scientific name,order
8007,Esociformes,scientific name,order
8043,Gadiformes,scientific name,order
8064,Batrachoidiformes,scientific name,order
8070,Lophiiformes,scientific name,order
8075,Atheriniformes,scientific name,order
8111,Perciformes,scientific name,order
8252,Pleuronectiformes,scientific name,order
8277,Beryciformes,scientific name,order
8288,Polypteriformes,scientific name,order
8293,Caudata,scientific name,order
8342,Anura,scientific name,order
8445,Gymnophiona,scientific name,order
8459,Testudines,scientific name,order
8505,Sphenodontia,scientific name,order
8509,Squamata,scientific name,order
8784,Casuariiformes,scientific name,order
8792,Rheiformes,scientific name,order
8798,Struthioniformes,scientific name,order
8802,Tinamiformes,scientific name,order
8808,Dinornithiformes,scientific name,order
8819,Apterygiformes,scientific name,order
8826,Anseriformes,scientific name,order
8892,Apodiformes,scientific name,order
8902,Caprimulgiformes,scientific name,order
8906,Charadriiformes,scientific name,order
8920,Ciconiiformes,scientific name,order
8929,Columbiformes,scientific name,order
8936,Coraciiformes,scientific name,order
8940,Cuculiformes,scientific name,order
8948,Falconiformes,scientific name,order
8976,Galliformes,scientific name,order
9108,Gruiformes,scientific name,order
9126,Passeriformes,scientific name,order
9205,Pelecaniformes,scientific name,order
9214,Phoenicopteriformes,scientific name,order
9219,Piciformes,scientific name,order
9223,Psittaciformes,scientific name,order
9230,Sphenisciformes,scientific name,order
9245,Turniciformes,scientific name,order
9255,Monotremata,scientific name,order
9362,Insectivora,scientific name,order
9392,Scandentia,scientific name,order
9397,Chiroptera,scientific name,order
9443,Primates,scientific name,order
9721,Cetacea,scientific name,order
9774,Sirenia,scientific name,order
9779,Proboscidea,scientific name,order
9787,Perissodactyla,scientific name,order
9810,Hyracoidea,scientific name,order
9815,Tubulidentata,scientific name,order
9971,Pholidota,scientific name,order
9975,Lagomorpha,scientific name,order
9989,Rodentia,scientific name,order
10207,Cheilostomatida,scientific name,order
10215,Dicyemida,scientific name,order
10234,Moniliformida,scientific name,order
11157,Mononegavirales,scientific name,order
13792,Mamiellales,scientific name,order
13794,Andreaeales,scientific name,order
13798,Hypnales,scientific name,order
13802,Sphagnales,scientific name,order
13810,Anthocerotales,scientific name,order
13827,Ophioglossales,scientific name,order
13836,Isoetales,scientific name,order
16360,Alismatales,scientific name,order
16736,Piperales,scientific name,order
27386,Arhynchobdellida,scientific name,order
27412,Cumacea,scientific name,order
27420,Mecoptera,scientific name,order
27434,Dermaptera,scientific name,order
27838,Mermithida,scientific name,order
27871,Plagiorchiida,scientific name,order
27901,Rhabdocoela,scientific name,order
27919,Cestida,scientific name,order
27921,Lobata,scientific name,order
27925,Poecilosclerida,scientific name,order
27937,Phytodiniales,scientific name,order
27945,Sphacelariales,scientific name,order
27949,Syringodermatales,scientific name,order
27998,Perkinsida,scientific name,order
28009,Choanoflagellida,scientific name,order
28017,Gigartinales,scientific name,order
28734,Macroscelidea,scientific name,order
28738,Cyprinodontiformes,scientific name,order
28842,Pseudophyllidea,scientific name,order
28883,Caudovirales,scientific name,order
28908,Marchantiales,scientific name,order
28997,Dacrymycetales,scientific name,order
29006,Neocallimastigales,scientific name,order
29140,Gonorynchiformes,scientific name,order
29185,Rotaliida,scientific name,order
29216,Bangiales,scientific name,order
29247,Rhodymeniales,scientific name,order
29823,Neolectales,scientific name,order
29979,Isopoda,scientific name,order
29993,Cephalobaenida,scientific name,order
29994,Archaeognatha,scientific name,order
30073,Ephemeroptera,scientific name,order
30259,Psocoptera,scientific name,order
30261,Strepsiptera,scientific name,order
30262,Thysanoptera,scientific name,order
30263,Trichoptera,scientific name,order
30264,Zygentoma,scientific name,order
30265,Zoraptera,scientific name,order
30266,Spirobolida,scientific name,order
30267,Spirostreptida,scientific name,order
30307,Salpida,scientific name,order
30411,Gaviiformes,scientific name,order
30416,Opisthocomiformes,scientific name,order
30447,Podicipediformes,scientific name,order
30449,Procellariiformes,scientific name,order
30458,Strigiformes,scientific name,order
30483,Carcharhiniformes,scientific name,order
30495,Hexanchiformes,scientific name,order
30496,Lamniformes,scientific name,order
30503,Orectolobiformes,scientific name,order
30656,Dermoptera,scientific name,order
31022,Tetraodontiformes,scientific name,order
31097,Zeiformes,scientific name,order
31172,Diadematoida,scientific name,order
31182,Arbacoida,scientific name,order
31184,Temnopleuroida,scientific name,order
31186,Clypeasteroida,scientific name,order
31277,Hymenostomatida,scientific name,order
31299,Chaetophorales,scientific name,order
31305,Tetrasporales,scientific name,order
31306,Ulotrichales,scientific name,order
31337,Desmarestiales,scientific name,order
31351,Erythropeltidales,scientific name,order
31355,Acrochaetiales,scientific name,order
31361,Ahnfeltiales,scientific name,order
31364,Bonnemaisoniales,scientific name,order
31370,Batrachospermales,scientific name,order
31395,Corallinales,scientific name,order
31399,Gelidiales,scientific name,order
31468,Gracilariales,scientific name,order
31477,Hildenbrandiales,scientific name,order
31491,Rhodogorgonales,scientific name,order
31932,Nitrosopumilales,scientific name,order
32003,Nitrosomonadales,scientific name,order
32064,Chloroflexales,scientific name,order
32069,Aquificales,scientific name,order
32446,Clupeiformes,scientific name,order
32578,Nautilida,scientific name,order
32585,Dentaliida,scientific name,order
32586,Gadilida,scientific name,order
33104,Bryopsidales,scientific name,order
33183,Onygenales,scientific name,order
33485,Rhynchonellida,scientific name,order
33512,Aphragmophora,scientific name,order
33513,Phragmophora,scientific name,order
33554,Carnivora,scientific name,order
33628,Cephalodiscida,scientific name,order
33629,Rhabdopleurida,scientific name,order
33651,Bicosoecida,scientific name,order
33654,Hibberdiales,scientific name,order
33825,Peniculida,scientific name,order
33828,Loxodida,scientific name,order
33830,Armophorida,scientific name,order
33831,Euplotida,scientific name,order
33832,Stichotrichida,scientific name,order
33833,Vestibuliferida,scientific name,order
33835,Thoracosphaerales,scientific name,order
33838,Eupodiscales,scientific name,order
33841,Melosirales,scientific name,order
33844,Rhizosoleniales,scientific name,order
33847,Thalassiosirales,scientific name,order
33851,Bacillariales,scientific name,order
33855,Fragilariales,scientific name,order
34158,Metzgeriales,scientific name,order
34346,Schizosaccharomycetales,scientific name,order
34395,Chaetothyriales,scientific name,order
34420,Atractiellales,scientific name,order
34478,Spizellomycetales,scientific name,order
34634,Mesostigmata,scientific name,order
35058,Phymosomatoida,scientific name,order
35064,Cassiduloida,scientific name,order
35087,Eugregarinorida,scientific name,order
35203,Plocamiales,scientific name,order
35423,Pedinomonadales,scientific name,order
35426,Chlorodendrales,scientific name,order
35430,Scourfieldiales,scientific name,order
35443,Trentepohliales,scientific name,order
35460,Chlorellales,scientific name,order
35488,Ctenocladales,scientific name,order
35490,Oedogoniales,scientific name,order
35491,Sphaeropleales,scientific name,order
35583,Bivalvulida,scientific name,order
35680,Pedinellales,scientific name,order
35685,Dictyochales,scientific name,order
36064,Cantharellales,scientific name,order
36660,Azygiida,scientific name,order
36750,Glomerales,scientific name,order
37104,Trichomonadida,scientific name,order
37407,Sphaerocarpales,scientific name,order
37417,Tetraphidales,scientific name,order
37472,Cyrtophorida,scientific name,order
37512,Ceriantharia,scientific name,order
37528,Stauromedusae,scientific name,order
37535,Rhizostomeae,scientific name,order
37538,Beroida,scientific name,order
37864,Protostomatida,scientific name,order
37882,Patellariales,scientific name,order
37903,Pygophora,scientific name,order
37905,Apygophora,scientific name,order
37910,Kentrogonida,scientific name,order
37987,Pneumocystidales,scientific name,order
37989,Xylariales,scientific name,order
38074,Ostropales,scientific name,order
38255,Glaucocystales,scientific name,order
38262,Gloeochaetales,scientific name,order
38585,Pottiales,scientific name,order
38605,Didelphimorphia,scientific name,order
38606,Paucituberculata,scientific name,order
38607,Microbiotheria,scientific name,order
38608,Dasyuromorphia,scientific name,order
38609,Diprotodontia,scientific name,order
38610,Notoryctemorphia,scientific name,order
38611,Peramelemorphia,scientific name,order
38748,Naviculales,scientific name,order
38820,Poales,scientific name,order
38834,Pyramimonadales,scientific name,order
39215,Macrostomida,scientific name,order
39226,Proseriata,scientific name,order
39563,Nassulida,scientific name,order
39677,Arthoniales,scientific name,order
40163,Polyopisthocotylea,scientific name,order
40548,Dioscoreales,scientific name,order
40550,Pandanales,scientific name,order
40551,Arecales,scientific name,order
40634,Entodiniomorphida,scientific name,order
40667,Heterodontiformes,scientific name,order
40677,Alcyonacea,scientific name,order
40984,Gonyaulacales,scientific name,order
41165,Schizopyrenida,scientific name,order
41166,Valvatida,scientific name,order
41212,Harpacticoida,scientific name,order
41317,Spatangoida,scientific name,order
41320,Chaetonotida,scientific name,order
41356,Solifugae,scientific name,order
41360,Scutigeromorpha,scientific name,order
41361,Scolopendromorpha,scientific name,order
41362,Lithobiomorpha,scientific name,order
41369,Echinothurioida,scientific name,order
41448,Julida,scientific name,order
41711,Osmeriformes,scientific name,order
41712,Osteoglossiformes,scientific name,order
41768,Ranunculales,scientific name,order
41798,Echiuroinea,scientific name,order
41872,Mugiliformes,scientific name,order
41934,Cornales,scientific name,order
41937,Sapindales,scientific name,order
41938,Malvales,scientific name,order
41943,Geraniales,scientific name,order
41944,Myrtales,scientific name,order
41945,Ericales,scientific name,order
41946,Saxifragales,scientific name,order
41947,Santalales,scientific name,order
42111,Microthamniales,scientific name,order
42656,Solemyoida,scientific name,order
42740,Slopalinida,scientific name,order
42759,Siphonophorae,scientific name,order
43183,Trachymedusae,scientific name,order
43184,Narcomedusae,scientific name,order
43267,Schizomida,scientific name,order
43271,Opiliones,scientific name,order
43693,Acrasida,scientific name,order
43697,Synbranchiformes,scientific name,order
44168,Antipatharia,scientific name,order
44295,Corallimorpharia,scientific name,order
44598,Pterioida,scientific name,order
44927,Zoantharia,scientific name,order
45038,Laboulbeniales,scientific name,order
45081,Polymorphida,scientific name,order
45086,Neoechinorhynchida,scientific name,order
45126,Clathrinida,scientific name,order
45225,Heterogastridiales,scientific name,order
45651,Sarcinochrysidales,scientific name,order
45676,Myriangiales,scientific name,order
46000,Dorylaimida,scientific name,order
46109,Astrorhizida,scientific name,order
46589,Spionida,scientific name,order
47126,Nuculoida,scientific name,order
47135,Gyracanthocephala,scientific name,order
47162,Cyttariales,scientific name,order
47166,Rhytismatales,scientific name,order
47521,Unionoida,scientific name,order
47536,Trigonioida,scientific name,order
48438,Stomiiformes,scientific name,order
48461,Verrucomicrobiales,scientific name,order
48846,Agaricostilbales,scientific name,order
50289,Halymeniales,scientific name,order
50341,Cydippida,scientific name,order
50482,Raphidioptera,scientific name,order
50553,Megaloptera,scientific name,order
50622,Plecoptera,scientific name,order
50657,Embioptera,scientific name,order
50827,Diplogasterida,scientific name,order
51241,Galaxiiformes,scientific name,order
51291,Chlamydiales,scientific name,order
51325,Chaetopeltidales,scientific name,order
51517,Homalorhagida,scientific name,order
51799,Pseudoscorpiones,scientific name,order
51985,Ctenostomatida,scientific name,order
52425,Polyxenida,scientific name,order
52604,Pleurocapsales,scientific name,order
53433,Halanaerobiales,scientific name,order
53684,Proteocephalidea,scientific name,order
53693,Chaetodermatida,scientific name,order
53694,Limifossorida,scientific name,order
54409,Pelagomonadales,scientific name,order
54526,Pelagibacterales,scientific name,order
54901,Chrysomeridales,scientific name,order
54906,Albuliformes,scientific name,order
55070,Microbotryales,scientific name,order
55286,Vampyromorpha,scientific name,order
55618,Euryalida,scientific name,order
55636,Elasipodida,scientific name,order
55644,Spinulosida,scientific name,order
55648,Paxillosida,scientific name,order
55652,Isocrinida,scientific name,order
55818,Branchiobdellida,scientific name,order
56301,Musophagiformes,scientific name,order
56308,Trogoniformes,scientific name,order
56487,Thelephorales,scientific name,order
56692,Trypanorhyncha,scientific name,order
56708,Tetraphyllidea,scientific name,order
57283,Echinorhynchida,scientific name,order
57287,Enoplida,scientific name,order
57379,Bucerotiformes,scientific name,order
57384,Coliiformes,scientific name,order
57389,Upupiformes,scientific name,order
58139,Ricinulei,scientific name,order
58151,Uropygi,scientific name,order
58364,Leptostraca,scientific name,order
58557,Grylloblattodea,scientific name,order
58774,Notostraca,scientific name,order
60152,Craterostigmomorpha,scientific name,order
60154,Geophilomorpha,scientific name,order
60525,Gigantorhynchida,scientific name,order
60527,Oligacanthorhynchida,scientific name,order
60884,Lyssacinosida,scientific name,order
60937,Acanthobdellida,scientific name,order
61421,Harpellales,scientific name,order
61977,Amblypygi,scientific name,order
62004,Glomerida,scientific name,order
62910,Entorrhizales,scientific name,order
62912,Doassansiales,scientific name,order
62913,Georgefischeriales,scientific name,order
62914,Entylomatales,scientific name,order
62916,Tilletiales,scientific name,order
62921,Urocystidales,scientific name,order
64935,Encalyptales,scientific name,order
64936,Grimmiales,scientific name,order
64937,Orthotrichales,scientific name,order
64938,Splachnales,scientific name,order
65387,Pholadomyoida,scientific name,order
65495,Eunicida,scientific name,order
65545,Hookeriales,scientific name,order
65575,Chaunacanthida,scientific name,order
65578,Symphyacanthida,scientific name,order
65583,Spumellaria,scientific name,order
65651,Holothyrida,scientific name,order
66275,Meliolales,scientific name,order
66288,Oxymonadida,scientific name,order
66524,Leptomyxida,scientific name,order
66723,Haplopharyngida,scientific name,order
66781,Bursovaginoidea,scientific name,order
68295,Thermoanaerobacterales,scientific name,order
68327,Thecideida,scientific name,order
68510,Aulopiformes,scientific name,order
68514,Myctophiformes,scientific name,order
68804,Phallales,scientific name,order
68889,Boletales,scientific name,order
68933,Thermales,scientific name,order
68985,Methanopyrales,scientific name,order
69467,Multivalvulida,scientific name,order
69541,Desulfuromonadales,scientific name,order
70219,Monhysterida,scientific name,order
70227,Rhigonematida,scientific name,order
70232,Mononchida,scientific name,order
70242,Chromadorida,scientific name,order
70426,Oxyurida,scientific name,order
70832,Takakiales,scientific name,order
70849,Nudibranchia,scientific name,order
71187,Canellales,scientific name,order
71239,Cucurbitales,scientific name,order
71243,Oxalidales,scientific name,order
71419,Polydesmida,scientific name,order
72025,Fabales,scientific name,order
72033,Siphonostomatoida,scientific name,order
72273,Thiotrichales,scientific name,order
72274,Pseudomonadales,scientific name,order
73020,Isochrysidales,scientific name,order
73026,Pavlovales,scientific name,order
73027,Coccosphaerales,scientific name,order
73028,Prymnesiales,scientific name,order
73496,Asparagales,scientific name,order
73930,Desmodorida,scientific name,order
74353,Salviniales,scientific name,order
74472,Cutleriales,scientific name,order
75394,Amphionidacea,scientific name,order
75395,Bathynellacea,scientific name,order
75396,Anaspidacea,scientific name,order
75397,Mictacea,scientific name,order
75398,Tanaidacea,scientific name,order
75399,Mysida,scientific name,order
75400,Lophogastrida,scientific name,order
75401,Spelaeogriphacea,scientific name,order
75402,Thermosbaenacea,scientific name,order
75739,Eucoccidiorida,scientific name,order
76071,Beloniformes,scientific name,order
76804,Nidovirales,scientific name,order
76828,Ascoseirales,scientific name,order
76838,Doliolida,scientific name,order
76842,Pyrosomata,scientific name,order
77029,Phaeothamniales,scientific name,order
78238,Macrodasyida,scientific name,order
78899,Zoopagales,scientific name,order
78918,Dimargaritales,scientific name,order
79272,Monoblepharidales,scientific name,order
79705,Symphypleona,scientific name,order
79708,Neelipleona,scientific name,order
79788,Prolecithophora,scientific name,order
79895,Blastodiniales,scientific name,order
80840,Burkholderiales,scientific name,order
81000,Homosclerophorida,scientific name,order
81377,Percopsiformes,scientific name,order
81382,Polymixiiformes,scientific name,order
81386,Lampriformes,scientific name,order
82163,Pleurochloridellales,scientific name,order
82956,Austrobaileyales,scientific name,order
83136,Trombidiformes,scientific name,order
83137,Sarcoptiformes,scientific name,order
84308,Cyclopoida,scientific name,order
84309,Platycopioida,scientific name,order
84310,Poecilostomatoida,scientific name,order
84311,Monstrilloida,scientific name,order
84312,Gelyelloida,scientific name,order
84313,Misophrioida,scientific name,order
84314,Mormonilloida,scientific name,order
84318,Podocopida,scientific name,order
84322,Myodocopida,scientific name,order
84332,Brachypoda,scientific name,order
84337,Diplostraca,scientific name,order
84394,Ploima,scientific name,order
84993,Acidimicrobiales,scientific name,order
84996,Rubrobacterales,scientific name,order
84999,Coriobacteriales,scientific name,order
85001,Sphaerobacterales,scientific name,order
85004,Bifidobacteriales,scientific name,order
85006,Micrococcales,scientific name,order
85007,Corynebacteriales,scientific name,order
85008,Micromonosporales,scientific name,order
85009,Propionibacteriales,scientific name,order
85010,Pseudonocardiales,scientific name,order
85011,Streptomycetales,scientific name,order
85012,Streptosporangiales,scientific name,order
85013,Frankiales,scientific name,order
85014,Glycomycetales,scientific name,order
85460,Arthracanthida,scientific name,order
85671,Lumbriculida,scientific name,order
85807,Agelasida,scientific name,order
85819,Phthiraptera,scientific name,order
85823,Blattodea,scientific name,order
86011,Leucosolenida,scientific name,order
86058,Coronatae,scientific name,order
86512,Helioporacea,scientific name,order
86612,Ptychodactiaria,scientific name,order
86649,Rhabdomonadales,scientific name,order
86650,Euglenales,scientific name,order
86651,Sphenomonadales,scientific name,order
86652,Eutreptiales,scientific name,order
86653,Heteronematales,scientific name,order
86882,Tilopteridales,scientific name,order
88344,Palpigradi,scientific name,order
88547,Syndiniales,scientific name,order
88559,Bryophryida,scientific name,order
88560,Cyrtolophosidida,scientific name,order
88566,Colpodida,scientific name,order
88567,Bursariomorphida,scientific name,order
88571,Bryometopida,scientific name,order
88639,Pertusariales,scientific name,order
88946,Bdellonemertea,scientific name,order
89954,Suessiales,scientific name,order
90883,Cystofilobasidiales,scientific name,order
90886,Filobasidiales,scientific name,order
91340,Opilioacarida,scientific name,order
91347,Enterobacterales,scientific name,order
91447,Telestacea,scientific name,order
91811,Ceratophyllales,scientific name,order
91812,Acorales,scientific name,order
91883,Aquifoliales,scientific name,order
91889,Garryales,scientific name,order
92860,Pleosporales,scientific name,order
92979,Leptomitales,scientific name,order
93808,Calosphaeriales,scientific name,order
94666,Clevelandellida,scientific name,order
94670,Plagiotomida,scientific name,order
94695,Methanosarcinales,scientific name,order
94929,Ophidiiformes,scientific name,order
96792,Chromulinales,scientific name,order
97224,Cymbellales,scientific name,order
97265,Cyclostomatida,scientific name,order
98040,Hexactinosida,scientific name,order
98056,Chrysosphaerales,scientific name,order
98652,Ochromonadales,scientific name,order
100121,Pyrenulales,scientific name,order
100871,Rhipidiales,scientific name,order
102300,Limoida,scientific name,order
104731,Myzostomida,scientific name,order
104779,Adinetida,scientific name,order
104783,Philodinida,scientific name,order
104795,Flosculariacea,scientific name,order
105648,Pedinoida,scientific name,order
105864,Brisingida,scientific name,order
105989,Platygloeales,scientific name,order
106218,Pectinoida,scientific name,order
107465,Teloschistales,scientific name,order
108232,Amphilinidea,scientific name,order
108235,Spathebothriidea,scientific name,order
108240,Caryophyllidea,scientific name,order
108244,Haplobothriidea,scientific name,order
108257,Diphyllidea,scientific name,order
108263,Lecanicephalidea,scientific name,order
108281,Tetrabothriidea,scientific name,order
108298,Rhinebothriidea,scientific name,order
110507,Rhodochaetales,scientific name,order
111859,Balbianiales,scientific name,order
113512,Andreaeobryales,scientific name,order
114380,Desulfurococcales,scientific name,order
114651,Diphysciales,scientific name,order
114659,Timmiales,scientific name,order
114661,Archidiales,scientific name,order
114662,Rhizogoniales,scientific name,order
114664,Hedwigiales,scientific name,order
114861,Araeolaimida,scientific name,order
115367,Craniida,scientific name,order
115797,Medeolariales,scientific name,order
116166,Pedunculata,scientific name,order
116167,Sessilia,scientific name,order
116170,Dendrogastrida,scientific name,order
116171,Laurida,scientific name,order
116175,Mystacocaridida,scientific name,order
116564,Nectiopoda,scientific name,order
116573,Platycopida,scientific name,order
116900,Nippotaeniidea,scientific name,order
117851,Myliobatiformes,scientific name,order
117887,Pristiformes/Rhiniformes group,scientific name,order
117888,Torpediniformes,scientific name,order
118015,Echinorhiniformes,scientific name,order
118078,Ceratodontiformes,scientific name,order
118184,Galbuliformes,scientific name,order
118449,Callipodida,scientific name,order
118457,Chordeumatida,scientific name,order
118461,Sphaerotheriida,scientific name,order
118485,Polyzoniida,scientific name,order
118489,Playtdesmida,scientific name,order
118964,Deinococcales,scientific name,order
118969,Legionellales,scientific name,order
119069,Hydrogenophilales,scientific name,order
119424,Dendroceratida,scientific name,order
119428,Dictyoceratida,scientific name,order
120408,Sclerosporales,scientific name,order
121007,Filospermoidea,scientific name,order
121069,Pythiales,scientific name,order
123989,Balliales,scientific name,order
126329,Gyrocotylidea,scientific name,order
128122,Limnomedusae,scientific name,order
129912,Syngnathiformes,scientific name,order
131210,Desmidiales,scientific name,order
131214,Chlorokybales,scientific name,order
133187,Litobothriidea,scientific name,order
133449,Peripodida,scientific name,order
134362,Capnodiales,scientific name,order
134613,Argentiniformes,scientific name,order
134677,Phaeothamnales,scientific name,order
135250,Prasiolales,scientific name,order
135613,Chromatiales,scientific name,order
135614,Xanthomonadales,scientific name,order
135615,Cardiobacteriales,scientific name,order
135618,Methylococcales,scientific name,order
135619,Oceanospirillales,scientific name,order
135622,Alteromonadales,scientific name,order
135623,Vibrionales,scientific name,order
135624,Aeromonadales,scientific name,order
135625,Pasteurellales,scientific name,order
135652,Lulworthiales,scientific name,order
137614,Stemonitida,scientific name,order
137622,Echinosteliales,scientific name,order
138177,Chlorosarcinales,scientific name,order
139380,Hymenochaetales,scientific name,order
140471,Platyctenida,scientific name,order
140484,Thalassocalycida,scientific name,order
141907,Scytothamnales,scientific name,order
142645,Sporochnales,scientific name,order
143303,Ateleopodiformes,scientific name,order
143896,Notacanthiformes,scientific name,order
